Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
6,Sep,1998,Merriweather Post Pavilion,Columbia,United States of America,Big Picture Tour,40.079,-98.816
9,Sep,1998,Polaris Amphitheater,Columbus,United States of America,Big Picture Tour,40.079,-98.816
11,Sep,1998,Kohl Center Arena,Madison,United States of America,Big Picture Tour,40.079,-98.816
12,Sep,1998,Gund Arena,Cleveland,United States of America,Big Picture Tour,40.079,-98.816
15,Sep,1998,Pepsi Arena,Albany,United States of America,Big Picture Tour,40.079,-98.816
16,Sep,1998,Hartford Civic Center,Hartford,United States of America,Big Picture Tour,40.079,-98.816
18,Sep,1998,The Palace Of Auburn Hills,Auburn Hills,United States of America,Big Picture Tour,40.079,-98.816
19,Sep,1998,The Palace Of Auburn Hills,Auburn Hills,United States of America,Big Picture Tour,40.079,-98.816
23,Sep,1998,First Union Center,Philadelphia,United States of America,Big Picture Tour,40.079,-98.816
25,Sep,1998,First Union Center,Philadelphia,United States of America,Big Picture Tour,40.079,-98.816
26,Sep,1998,Bryce Jordan Center,University Park,United States of America,Big Picture Tour,40.079,-98.816
29,Sep,1998,Richmond Coliseum,Richmond,United States of America,Big Picture Tour,40.079,-98.816
30,Sep,1998,Bi-Lo Center,Greenville,United States of America,Big Picture Tour,40.079,-98.816
2,Oct,1998,Miami Arena,Miami,United States of America,Big Picture Tour,40.079,-98.816
3,Oct,1998,Orlando Arena,Orlando,United States of America,Big Picture Tour,40.079,-98.816
4,Oct,1998,National Car Rental Center,Fort Lauderdale,United States of America,Big Picture Tour,40.079,-98.816
9,Oct,1998,Dean Smith Center,Chapel Hill,United States of America,Big Picture Tour,40.079,-98.816
10,Oct,1998,Charlotte Coliseum,Charlotte,United States of America,Big Picture Tour,40.079,-98.816
13,Oct,1998,Madison Square Garden,New York,United States of America,Big Picture Tour,40.079,-98.816
14,Oct,1998,Madison Square Garden,New York,United States of America,Big Picture Tour,40.079,-98.816
17,Oct,1998,Madison Square Garden,New York,United States of America,Big Picture Tour,40.079,-98.816
18,Oct,1998,Madison Square Garden,New York,United States of America,Big Picture Tour,40.079,-98.816
4,Nov,1998,Flanders Expo Centre,Ghent,Belgium,Big Picture Tour,50.675,4.459
6,Nov,1998,Ahoy Arena,Rotterdam,Netherlands,Big Picture Tour,52.17,5.01
9,Nov,1998,Hallenstadio,Zurich,Switzerland,Big Picture Tour,46.779,8.033
10,Nov,1998,Schleyerhalle,Stuttgart,Germany,Big Picture Tour,51.382,9.988
12,Nov,1998,Halle Tony Garnier,Lyon,France,Big Picture Tour,46.656,2.543
14,Nov,1998,BPA Palasport,Pesaro,Italy,Big Picture Tour,44.371,11.108
15,Nov,1998,Fila Forum,Milano,Italy,Big Picture Tour,44.371,11.108
18,Nov,1998,Festhalle,Frankfurt,Germany,Big Picture Tour,51.382,9.988
19,Nov,1998,Koln Arena,Cologne,Germany,Big Picture Tour,51.382,9.988
21,Nov,1998,Messehalle,Erfurt,Germany,Big Picture Tour,51.382,9.988
23,Nov,1998,Messehalle,Hannover,Germany,Big Picture Tour,51.382,9.988
26,Nov,1998,Sheffield Arena,Sheffield,United Kingdom,Big Picture Tour,52.289,-1.259
27,Nov,1998,Evening News Arena,Manchester,United Kingdom,Big Picture Tour,52.289,-1.259
30,Nov,1998,Spektrum,Oslo,Norway,Big Picture Tour,61.37,9.303
1,Dec,1998,Spektrum,Oslo,Norway,Big Picture Tour,61.37,9.303
2,Dec,1998,Spektrum,Oslo,Norway,Big Picture Tour,61.37,9.303
4,Dec,1998,The Globe,Stockholm,Sweden,Big Picture Tour,66.219,19.0
6,Dec,1998,Galaxy,Amneville,France,Big Picture Tour,46.656,2.543
7,Dec,1998,Bercy,Paris,France,Big Picture Tour,46.656,2.543
17,Jan,1999,Bayfront Park,Miami,United States of America,Shania Twain's Winter Break,40.079,-98.816
19,Feb,1999,Roanoke Civic Center,Roanoke,United States of America,An Evening With Elton John,40.079,-98.816
20,Feb,1999,UTC Arena,Chattanooga,United States of America,Solo Tour,40.079,-98.816
23,Feb,1999,The Fox Theatre,Atlanta,United States of America,An Evening With Elton John Solo,40.079,-98.816
26,Feb,1999,Everblades Arena,Estero,United States of America,An Evening With Elton John Solo,40.079,-98.816
27,Feb,1999,Stephen O'Connell Center,Gainesville,United States of America,Solo Tour,40.079,-98.816
2,Mar,1999,Peoria Civic Center,Peoria,United States of America,An Evening With Elton John Solo,40.079,-98.816
5,Mar,1999,Van Andel Arena,Grand Rapids,United States of America,An Evening With Elton John Solo,40.079,-98.816
6,Mar,1999,Carver-Hawkeye Arena,Iowa City,United States of America,An Evening With Elton John Solo,40.079,-98.816
9,Mar,1999,Nashville Arena,Nashville,United States of America,Private show,40.079,-98.816
10,Mar,1999,SIU Arena,Carbondale,United States of America,Solo Tour,40.079,-98.816
12,Mar,1999,Hard Rock Live,Orlando,United States of America,An Evening With Elton John Solo,40.079,-98.816
13,Mar,1999,Pensacola Civic Center,Pensacola,United States of America,An Evening With Elton John Solo,40.079,-98.816
16,Mar,1999,Mississippi Coliseum,Jackson,United States of America,Solo Tour,40.079,-98.816
17,Mar,1999,Cajundome,Lafayette,United States of America,An Evening With Elton John Solo,40.079,-98.816
19,Mar,1999,Von Braun Center,Huntsville,United States of America,An Evening With Elton John Solo,40.079,-98.816
13,Apr,1999,Beacon Theatre,New York,United States of America,VH1 Divas Live,40.079,-98.816
17,Apr,1999,Carnegie Hall,New York,United States of America,Rainforest Benefit,40.079,-98.816
21,May,1999,Centennial Garden,Bakersfield,United States of America,Solo Tour,40.079,-98.816
22,May,1999,Selland Arena,Fresno,United States of America,Solo Tour,40.079,-98.816
25,May,1999,Rose Garden Arena,Portland,United States of America,Solo Tour,40.079,-98.816
27,May,1999,KeyArena,Seattle,United States of America,Solo Tour,40.079,-98.816
29,May,1999,Spokane Arena,Spokane,United States of America,Solo Tour,40.079,-98.816
30,May,1999,BSU Pavilion,Boise,United States of America,Solo Tour,40.079,-98.816
1,Jun,1999,Arena-Auditorium,Laramie,United States of America,benefit concert,40.079,-98.816
4,Jun,1999,Kemper Arena,Kansas City,United States of America,An Evening With Elton John Solo,40.079,-98.816
5,Jun,1999,Riverport Amphitheatre,Maryland Heights,United States of America,Solo Tour,40.079,-98.816
6,Jun,1999,Tweeter Center,Mansfield,United States of America,charity concert,40.079,-98.816
8,Jun,1999,Allen County War Memorial Coliseum,Fort Wayne,United States of America,Solo Tour,40.079,-98.816
9,Jun,1999,Nutter Center,Dayton,United States of America,Solo Tour,40.079,-98.816
11,Jun,1999,Star Lake Amphitheater,Burgettstown,United States of America,Solo Tour,40.079,-98.816
12,Jun,1999,Blossom Music Center,Cuyahoga Falls,United States of America,Solo Tour,40.079,-98.816
15,Jun,1999,Copps Coliseum,Hamilton,Canada,Solo Tour,59.207,-111.194
16,Jun,1999,Blue Cross Arena,Rochester,United States of America,Solo Tour,40.079,-98.816
18,Jun,1999,Baltimore Arena,Baltimore,United States of America,Solo Tour,40.079,-98.816
19,Jun,1999,Civic Center,Providence,United States of America,Solo Tour,40.079,-98.816
25,Jun,1999,Schlossberg,Ludwigslust,Germany,Solo Tour,51.382,9.988
26,Jun,1999,Gerry-Weber Stadium,Halle,Germany,Solo Tour,51.382,9.988
29,Jun,1999,Theaterplatz,Dresden,Germany,Solo Tour,51.382,9.988
2,Jul,1999,Piazza Napoleone,Lucca,Italy,Solo Tour,44.371,11.108
29,Aug,1999,Harewood House,Leeds,United Kingdom,Solo Tour,52.289,-1.259
30,Aug,1999,Harewood House,Leeds,United Kingdom,Solo Tour,52.289,-1.259
1,Sep,1999,Plaza De Toros,Pontevendra,Spain,Solo Tour,40.617,-3.388
4,Sep,1999,Leeds Castle,Kent,United Kingdom,Solo Tour,52.289,-1.259
5,Sep,1999,Leeds Castle,Kent,United Kingdom,Solo Tour,52.289,-1.259
6,Sep,1999,Leeds Castle,Kent,United Kingdom,Solo Tour,52.289,-1.259
23,Sep,1999,Jacksonville Coliseum,Jacksonville,United States of America,MedUnited States of America Tour,40.079,-98.816
24,Sep,1999,Philips Arena,Atlanta,United States of America,MedUnited States of America Tour,40.079,-98.816
25,Sep,1999,MGM Grand,Las Vegas,United States of America,MedUnited States of America Tour,40.079,-98.816
28,Sep,1999,Prairie Capital Convention Center,Springfield,United States of America,MedUnited States of America Tour,40.079,-98.816
29,Sep,1999,Metro Center,Rockford,United States of America,MedUnited States of America Tour,40.079,-98.816
1,Oct,1999,Assembly Hall,Champaign,United States of America,MedUnited States of America Tour,40.079,-98.816
2,Oct,1999,Mark Of The Quad Cities,Moline,United States of America,MedUnited States of America Tour,40.079,-98.816
5,Oct,1999,Asheville Civic Center,Asheville,United States of America,MedUnited States of America Tour,40.079,-98.816
6,Oct,1999,Ocean Center,Daytona Beach,United States of America,MedUnited States of America Tour,40.079,-98.816
8,Oct,1999,Civic Center,Savannah,United States of America,MedUnited States of America Tour,40.079,-98.816
9,Oct,1999,Richmond County Civic Center,Augusta,United States of America,MedUnited States of America Tour,40.079,-98.816
12,Oct,1999,Fleet Center,Boston,United States of America,MedUnited States of America Tour,40.079,-98.816
15,Oct,1999,Madison Square Garden,New York,United States of America,MedUnited States of America Tour,40.079,-98.816
16,Oct,1999,Madison Square Garden,New York,United States of America,MedUnited States of America Tour,40.079,-98.816
23,Oct,1999,Kerry Packer Mansion,Sydney,Australia,private wedding reception,-24.578,133.582
27,Oct,1999,Civic Center Arena,Mobile,United States of America,MedUnited States of America Tour,40.079,-98.816
29,Oct,1999,Alltel Arena,North Little Rock,United States of America,MedUnited States of America Tour,40.079,-98.816
30,Oct,1999,The Myriad,Oklahoma City,United States of America,MedUnited States of America Tour,40.079,-98.816
3,Nov,1999,Civic Auditorium,Omaha,United States of America,MedUnited States of America Tour,40.079,-98.816
5,Nov,1999,Kohl Center Arena,Madison,United States of America,MedUnited States of America Tour,40.079,-98.816
6,Nov,1999,Target Center,Minneapolis,United States of America,MedUnited States of America Tour,40.079,-98.816
7,Nov,1999,The Fox Theatre,Atlanta,United States of America,guest appearance at sting's concert,40.079,-98.816
9,Nov,1999,Arie Crown Theatre,Chicago,United States of America,MedUnited States of America Tour,40.079,-98.816
10,Nov,1999,Arie Crown Theatre,Chicago,United States of America,MedUnited States of America Tour,40.079,-98.816
12,Nov,1999,Arie Crown Theatre,Chicago,United States of America,MedUnited States of America Tour,40.079,-98.816
13,Nov,1999,Joyce Center,South Bend,United States of America,MedUnited States of America Tour,40.079,-98.816
15,Nov,1999,Winnipeg Arena,Winnepeg,Canada,MedUnited States of America Tour,59.207,-111.194
17,Nov,1999,Canadian Airlines Saddledome,Calgary,Canada,MedUnited States of America Tour,59.207,-111.194
18,Nov,1999,Skyreach Centre,Edmonton,Canada,MedUnited States of America Tour,59.207,-111.194
20,Nov,1999,General Motors Place,Vancouver,Canada,MedUnited States of America Tour,59.207,-111.194
28,Nov,1999,Royal Albert Hall,London,United Kingdom,10th anniversary concert of stonwall,52.289,-1.259
30,Dec,1999,Thomas and Mack Center,Las Vegas,United States of America,New Year's Eve Concert,40.079,-98.816
7,Jan,2000,Blaisdell Arena,Honolulu,United States of America,MedUnited States of America Tour,40.079,-98.816
8,Jan,2000,Blaisdell Arena,Honolulu,United States of America,MedUnited States of America Tour,40.079,-98.816
9,Jan,2000,Blaisdell Arena,Honolulu,United States of America,MedUnited States of America Tour,40.079,-98.816
29,Jan,2000,Georgia Dome,Atlanta,United States of America,Superbowl Halftime Show,40.079,-98.816
4,Feb,2000,Carolina Coliseum,Columbia,United States of America,MedUnited States of America Tour,40.079,-98.816
5,Feb,2000,Crown Coliseum,Fayetteville,United States of America,MedUnited States of America Tour,40.079,-98.816
9,Feb,2000,Kansas Coliseum,Wichita,United States of America,MedUnited States of America Tour,40.079,-98.816
11,Feb,2000,University Arena,Albuquerque,United States of America,MedUnited States of America Tour,40.079,-98.816
12,Feb,2000,Pan American Center,Las Cruces,United States of America,MedUnited States of America Tour,40.079,-98.816
15,Feb,2000,Tucson Convention Center,Tucson,United States of America,MedUnited States of America Tour,40.079,-98.816
17,Feb,2000,Fairmont Hotel,San Francisco,United States of America,Promoting El Doraldo,40.079,-98.816
20,Feb,2000,Lawlor Events Center,Reno,United States of America,MedUnited States of America Tour,40.079,-98.816
21,Feb,2000,20th Century Fox Studios,Los Angeles,United States of America,musicares person of the year,40.079,-98.816
17,Mar,2000,Lakeland Civic Center,Lakeland,United States of America,MedUnited States of America Tour,40.079,-98.816
18,Mar,2000,Civic Center,Albany,United States of America,MedUnited States of America Tour,40.079,-98.816
28,Mar,2000,Beverly Wilshire Hotel,Los Angeles,United States of America,women's cancers benefit,40.079,-98.816
3,Apr,2000,New Amsterdam Theatre,New York,United States of America,Broadway Sings Elton John,40.079,-98.816
5,Apr,2000,Broome County Veterans Memorial Arena,Binghamton,United States of America,MedUnited States of America Tour,40.079,-98.816
6,Apr,2000,Hammerstein Ballroom,New York,United States of America,Joni Mitchell tribute,40.079,-98.816
7,Apr,2000,Cumberland County Civic Center,Portland,United States of America,MedUnited States of America Tour,40.079,-98.816
8,Apr,2000,Mullins Center,Amherst,United States of America,MedUnited States of America Tour,40.079,-98.816
9,Apr,2000,Erie Civic Center,Erie,United States of America,MedUnited States of America Tour,40.079,-98.816
13,Apr,2000,Carnegie Hall,New York,United States of America,Rainforest Benefit,40.079,-98.816
14,Apr,2000,Roberts Stadium,Evansville,United States of America,MedUnited States of America Tour,40.079,-98.816
15,Apr,2000,Conseco Fieldhouse,Indianapolis,United States of America,MedUnited States of America Tour,40.079,-98.816
18,Apr,2000,Onondaga War Memorial,Syracuse,United States of America,MedUnited States of America Tour,40.079,-98.816
19,Apr,2000,Sovereign Bank Arena,Trenton,United States of America,MedUnited States of America Tour,40.079,-98.816
21,Apr,2000,First Union Arena,Wilkes-Barre,United States of America,MedUnited States of America Tour,40.079,-98.816
22,Apr,2000,Hersheypark Arena,Hershey,United States of America,MedUnited States of America Tour,40.079,-98.816
25,Apr,2000,Montagne Center,Beaumont,United States of America,MedUnited States of America Tour,40.079,-98.816
28,Apr,2000,Jefferson Civic Center Arena,Birmingham,United States of America,MedUnited States of America Tour,40.079,-98.816
29,Apr,2000,Philips Arena,Atlanta,United States of America,MedUnited States of America Tour,40.079,-98.816
27,May,2000,Woburn Abbey,Bedfordshire,United Kingdom,Stately Home Tour,52.289,-1.259
29,May,2000,Woburn Abbey,Bedfordshire,United Kingdom,Stately Home Tour,52.289,-1.259
31,May,2000,Rosenborg Castle,Copenhagen,Denmark,MedUnited States of America Tour,56.113,9.096
1,Jun,2000,Laugardalsvollur,Reykjavik,Iceland,MedUnited States of America Tour,64.826,-18.417
3,Jun,2000,Chatsworth House,Derbyshire,United Kingdom,Stately Home Tour,52.289,-1.259
4,Jun,2000,Chatsworth House,Derbyshire,United Kingdom,Stately Home Tour,52.289,-1.259
6,Jun,2000,Broadlands,Hampshire,United Kingdom,Stately Home Tour,52.289,-1.259
7,Jun,2000,Broadlands,Hampshire,United Kingdom,Stately Home Tour,52.289,-1.259
11,Jun,2000,Highclere Castle,Berkshire,United Kingdom,Stately Home Tour,52.289,-1.259
13,Jun,2000,Burghley Park,Lincolnshire,United Kingdom,Stately Home Tour,52.289,-1.259
14,Jun,2000,Burghley Park,Lincolnshire,United Kingdom,Stately Home Tour,52.289,-1.259
17,Jun,2000,Hauptplatz,Loeben,Austria,Stately Home Tour,47.65,14.705
18,Jun,2000,Seebuhne,Bregenz,Austria,Stately Home Tour,47.65,14.705
20,Jun,2000,Stadio Rigamonti,Brescia,Italy,Stately Home Tour,44.371,11.108
23,Jun,2000,Wilhelmshohe,Kassel,Germany,Stately Home Tour,51.382,9.988
24,Jun,2000,Derbypark,Hamburg,Germany,Stately Home Tour,51.382,9.988
27,Jun,2000,Koln Arena,Cologne,Germany,Stately Home Tour,51.382,9.988
28,Jun,2000,Schlossplatz,Coburg,Germany,Stately Home Tour,51.382,9.988
30,Jun,2000,Volkerschlachtdenkmal,Leipzig,Germany,Stately Home Tour,51.382,9.988
1,Jul,2000,Schlossplatz,Stuttgart,Germany,Stately Home Tour,51.382,9.988
4,Jul,2000,Schloss Ehrenhof,Mannheim,Germany,Stately Home Tour,51.382,9.988
5,Jul,2000,Schlosshof,Koblenz,Germany,Stately Home Tour,51.382,9.988
7,Jul,2000,Schlosspark,Kunzelsau,Germany,Stately Home Tour,51.382,9.988
8,Jul,2000,Konigsplatz,Munich,Germany,Stately Home Tour,51.382,9.988
9,Jul,2000,Hyde Park,London,United Kingdom,party in the park,52.289,-1.259
13,Jul,2000,Kings Dock,Liverpool,United Kingdom,Stately Home Tour,52.289,-1.259
15,Jul,2000,Hyland House,Chelmsford,United Kingdom,Stately Home Tour,52.289,-1.259
16,Jul,2000,Hyland House,Chelmsford,United Kingdom,Stately Home Tour,52.289,-1.259
19,Jul,2000,Margam Park,Port Talbot,United Kingdom,Stately Home Tour,52.289,-1.259
22,Jul,2000,Castle Ashby,Northamptonshire,United Kingdom,Stately Home Tour,52.289,-1.259
23,Jul,2000,Castle Ashby,Northamptonshire,United Kingdom,Stately Home Tour,52.289,-1.259
27,Jul,2000,Hyde Park,London,United Kingdom,route of kings,52.289,-1.259
29,Jul,2000,Raby Castle,Durham,United Kingdom,Stately Home Tour,52.289,-1.259
30,Jul,2000,Edinburgh Castle,Edinburgh,United Kingdom,Stately Home Tour,52.289,-1.259
9,Sep,2000,Herodes Atticus Odeon,Athens,Greece,MedUnited States of America Tour,39.787,21.617
10,Sep,2000,Herodes Atticus Odeon,Athens,Greece,MedUnited States of America Tour,39.787,21.617
16,Sep,2000,Estadio De Futbol,Marbella,Spain,MedUnited States of America Tour,40.617,-3.388
4,Oct,2000,Blaisdell Arena,Honolulu,United States of America,private concert,40.079,-98.816
18,Oct,2000,First Union Arena,Wilkes-Barre,United States of America,greatest hits live,40.079,-98.816
20,Oct,2000,Madison Square Garden,New York,United States of America,greatest hits live,40.079,-98.816
21,Oct,2000,Madison Square Garden,New York,United States of America,greatest hits live,40.079,-98.816
23,Oct,2000,Theater At Madison Square Garden,New York,United States of America,one night with lite,40.079,-98.816
2,Nov,2000,Wembley Arena,London,United Kingdom,axa final ball at wembley,52.289,-1.259
3,Nov,2000,unknown,Estoril,Portugal,MedUnited States of America Tour,40.957,-7.937
11,Nov,2000,The Olympia,Paris,France,MedUnited States of America Tour,46.656,2.543
13,Nov,2000,Spektrum,Oslo,Norway,MedUnited States of America Tour,61.37,9.303
14,Nov,2000,Spektrum,Oslo,Norway,MedUnited States of America Tour,61.37,9.303
16,Nov,2000,Sportpaleis,Antwerp,Belgium,MedUnited States of America Tour,50.675,4.459
18,Nov,2000,Ahoy Arena,Rotterdam,Netherlands,MedUnited States of America Tour,52.17,5.01
19,Nov,2000,Hannover Arena,Hannover,Germany,MedUnited States of America Tour,51.382,9.988
21,Nov,2000,Festhalle,Frankfurt,Germany,MedUnited States of America Tour,51.382,9.988
22,Nov,2000,Westfallenhalle,Dortmund,Germany,MedUnited States of America Tour,51.382,9.988
24,Nov,2000,Hallenstadion,Zurich,Switzerland,MedUnited States of America Tour,46.779,8.033
25,Nov,2000,Stadthalle,Vienna,Austria,MedUnited States of America Tour,47.65,14.705
27,Nov,2000,Palasport,Firenze,Italy,MedUnited States of America Tour,44.371,11.108
28,Nov,2000,The Forum,Milan,Italy,MedUnited States of America Tour,44.371,11.108
2,Dec,2000,Centurytel Center,Bossier City,United States of America,MedUnited States of America Tour,40.079,-98.816
3,Dec,2000,Convention Center,Tulsa,United States of America,MedUnited States of America Tour,40.079,-98.816
5,Dec,2000,Freedom Hall Civic Center,Johnson City,United States of America,MedUnited States of America Tour,40.079,-98.816
6,Dec,2000,Civic Center,Wheeling,United States of America,MedUnited States of America Tour,40.079,-98.816
8,Dec,2000,Centreplex,Macon,United States of America,MedUnited States of America Tour,40.079,-98.816
9,Dec,2000,Civic Center,Albany,United States of America,MedUnited States of America Tour,40.079,-98.816
10,Dec,2000,Garrett Coliseum,Montgomery,United States of America,MedUnited States of America Tour,40.079,-98.816
12,Jan,2001,Blaisdell Arena,Honolulu,United States of America,MedUnited States of America Tour,40.079,-98.816
13,Jan,2001,Blaisdell Arena,Honolulu,United States of America,MedUnited States of America Tour,40.079,-98.816
19,Jan,2001,Cox Arena,San Diego,United States of America,Face To Face,40.079,-98.816
22,Jan,2001,GM Place,Vancouver,Canada,Face To Face,59.207,-111.194
24,Jan,2001,Tacoma Dome,Tacoma,United States of America,Face To Face,40.079,-98.816
26,Jan,2001,Rose Garden Arena,Portland,United States of America,Face To Face,40.079,-98.816
29,Jan,2001,Delta Center,Salt Lake City,United States of America,Face To Face,40.079,-98.816
31,Jan,2001,Arco Arena,Sacramento,United States of America,Face To Face,40.079,-98.816
2,Feb,2001,The Arena In Oakland,Oakland,United States of America,Face To Face,40.079,-98.816
4,Feb,2001,San Jose Arena,San Jose,United States of America,Face To Face,40.079,-98.816
6,Feb,2001,The Forum,Los Angeles,United States of America,Face To Face,40.079,-98.816
9,Feb,2001,The Forum,Los Angeles,United States of America,Face To Face,40.079,-98.816
11,Feb,2001,The Forum,Los Angeles,United States of America,Face To Face,40.079,-98.816
13,Feb,2001,America West Arena,Phoenix,United States of America,Face To Face,40.079,-98.816
17,Feb,2001,MGM Grand,Las Vegas,United States of America,Face To Face,40.079,-98.816
18,Feb,2001,MGM Grand,Las Vegas,United States of America,Face To Face,40.079,-98.816
21,Feb,2001,STAPLES Center,Los Angeles,United States of America,43rd annual grammy awards,40.079,-98.816
16,Mar,2001,The Point Theatre,Dublin,Ireland,meteor ireland music awards,53.214,-7.588
29,Mar,2001,Radio City Music Hall,New York,United States of America,all star tribute to brian wilson,40.079,-98.816
3,Apr,2001,Bercy,Paris,France,Solo Tour,46.656,2.543
4,Apr,2001,S.A. Nikaia,Nice,France,Solo Tour,46.656,2.543
5,Apr,2001,S.A. Nikaia,Nice,France,Solo Tour,46.656,2.543
9,Apr,2001,Pepsi Center,Denver,United States of America,Face To Face,40.079,-98.816
12,Apr,2001,Kemper Arena,Kansas City,United States of America,Face To Face,40.079,-98.816
14,Apr,2001,Pyramid Arena,Memphis,United States of America,Face To Face,40.079,-98.816
17,Apr,2001,New Orleans Arena,New Orleans,United States of America,Face To Face,40.079,-98.816
19,Apr,2001,Charlotte Coliseum,Charlotte,United States of America,Face To Face,40.079,-98.816
21,Apr,2001,Gaylord Entertainment Center,Nashville,United States of America,Face To Face,40.079,-98.816
24,Apr,2001,Philips Arena,Atlanta,United States of America,Face To Face,40.079,-98.816
26,Apr,2001,Freedom Hall,Louisville,United States of America,Face To Face,40.079,-98.816
28,Apr,2001,Greensboro Coliseum,Greensboro,United States of America,Face To Face,40.079,-98.816
3,May,2001,Molson Centre,Montreal,Canada,Face To Face,59.207,-111.194
5,May,2001,Carrier Dome,Syracuse,United States of America,Face To Face,40.079,-98.816
7,May,2001,Allstate Arena,Rosemont,United States of America,Face To Face,40.079,-98.816
9,May,2001,Allstate Arena,Rosemont,United States of America,Face To Face,40.079,-98.816
11,May,2001,Allstate Arena,Rosemont,United States of America,Face To Face,40.079,-98.816
13,May,2001,Firstar Center,Cincinnati,United States of America,Face To Face,40.079,-98.816
15,May,2001,Target Center,Minneapolis,United States of America,Face To Face,40.079,-98.816
16,May,2001,Target Center,Minneapolis,United States of America,Face To Face,40.079,-98.816
2,Jun,2001,Four Seasons Ballroom,Austin,United States of America,private concert for mort topfer,40.079,-98.816
16,Jun,2001,City Hall Square,Vienna,Austria,the life ball aids benefit,47.65,14.705
7,Jul,2001,Beiteddine Palace,Beiteddine,Lebanon,Solo Tour,34.161,36.021
8,Jul,2001,Beiteddine Palace,Beiteddine,Lebanon,Solo Tour,34.161,36.021
10,Jul,2001,Stade Municipal De Bergerac,Bergerac,France,Solo Tour,46.656,2.543
12,Jul,2001,Stadthalle,Bremen,Germany,Solo Tour,51.382,9.988
14,Jul,2001,Residenzplatz,Wurzburg,Germany,Solo Tour,51.382,9.988
15,Jul,2001,Waldbuhne Amphitheatre,Berlin,Germany,Solo Tour,51.382,9.988
17,Jul,2001,The Grand Theatre,Izmir,Turkey,Solo Tour,39.144,34.188
19,Jul,2001,Pushkin Palace,St.Petersburg,Russia,Solo Tour,64.736,104.062
21,Jul,2001,Skonto Stadium,Riga,Latvia,Solo Tour,57.017,25.017
22,Jul,2001,Song Festival Ground,Tallin,Estonia,Solo Tour,58.777,25.977
24,Jul,2001,The Globe,Stockholm,Sweden,Solo Tour,66.219,19.0
8,Sep,2001,Verona Arena,Verona,Italy,promotion for the new album,44.371,11.108
9,Sep,2001,BBC Radio Theatre,London,United Kingdom,special concert for the new album,52.289,-1.259
29,Sep,2001,MGM Grand,Las Vegas,United States of America,andre agassi grand slam benefit concert,40.079,-98.816
5,Oct,2001,Cleveland State Convocation Center,Cleveland,United States of America,Songs From The West Coast Tour,40.079,-98.816
6,Oct,2001,Air Canada Centre,Toronto,Canada,Songs From The West Coast Tour,59.207,-111.194
8,Oct,2001,Lee’s Palace,Toronto,Canada,elton and the band tour,59.207,-111.194
9,Oct,2001,Corel Centre,Ottawa,Canada,elton and the band tour,59.207,-111.194
12,Oct,2001,Value City Arena,Columbus,United States of America,elton and the band tour,40.079,-98.816
13,Oct,2001,Joe Louis Arena,Detroit,United States of America,elton and the band tour,40.079,-98.816
20,Oct,2001,Madison Square Garden,New York,United States of America,Benefit Concert for 9/,40.079,-98.816
21,Oct,2001,Chapultepec Castle,Mexico City,Mexico,private solo concert,22.925,-101.68
22,Oct,2001,Auditorio Nacional,Mexico City,Mexico,Songs From The West Coast Tour,22.925,-101.68
23,Oct,2001,Auditorio Nacional,Mexico City,Mexico,Songs From The West Coast Tour,22.925,-101.68
27,Oct,2001,Lawlor Events Center,Reno,United States of America,Songs From The West Coast Tour,40.079,-98.816
12,Nov,2001,Osaka Castle Hall,Osaka,Japan,Songs From The West Coast Tour,35.962,137.855
13,Nov,2001,Nihon-Budokan,Tokyo,Japan,Songs From The West Coast Tour,35.962,137.855
15,Nov,2001,Nihon Budokan,Tokyo,Japan,Songs From The West Coast Tour,35.962,137.855
18,Nov,2001,Convention and Exhibition Centre,Hong Kong,China,Songs From The West Coast Tour,35.175,99.388
19,Nov,2001,Convention and Exhibition Centre,Hong Kong,China,Songs From The West Coast Tour,35.175,99.388
27,Nov,2001,Madison Square Garden,New York,United States of America,Songs From The West Coast Tour,40.079,-98.816
28,Nov,2001,Madison Square Garden,New York,United States of America,Songs From The West Coast Tour,40.079,-98.816
30,Nov,2001,Verizon Wireless Arena,Manchester,United States of America,Songs From The West Coast Tour,40.079,-98.816
3,Dec,2001,CBS Television City,Los Angeles,United States of America,Live By Request on A&E,40.079,-98.816
7,Dec,2001,Selland Arena,Fresno,United States of America,Songs From The West Coast Tour,40.079,-98.816
8,Dec,2001,MGM Grand,Las Vegas,United States of America,Songs From The West Coast Tour,40.079,-98.816
9,Dec,2001,Cox Arena,San Diego,United States of America,Songs From The West Coast Tour,40.079,-98.816
14,Dec,2001,The Kimmel Center,Philadelphia,United States of America,Benefit Concert,40.079,-98.816
13,Jan,2002,MCI Center,Washington,United States of America,Face To Face,40.079,-98.816
16,Jan,2002,Bryce Jordan Center,University Park,United States of America,Face To Face,40.079,-98.816
18,Jan,2002,MCI Center,Washington,United States of America,Face To Face,40.079,-98.816
20,Jan,2002,MCI Center,Washington,United States of America,Face To Face,40.079,-98.816
22,Jan,2002,Fleet Center,Boston,United States of America,Face To Face,40.079,-98.816
24,Jan,2002,Fleet Center,Boston,United States of America,Face To Face,40.079,-98.816
29,Jan,2002,Fleet Center,Boston,United States of America,Face To Face,40.079,-98.816
31,Jan,2002,Fleet Center,Boston,United States of America,Face To Face,40.079,-98.816
