Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
9,Sep,1998,Polaris Amphitheater,Columbus,USA,Big Picture Tour,39.9622601,-83.0007065
11,Sep,1998,Kohl Center Arena,Madison,USA,Big Picture Tour,43.074761,-89.3837613
12,Sep,1998,Gund Arena,Cleveland,USA,Big Picture Tour,41.4996574,-81.6936772
15,Sep,1998,Pepsi Arena,Albany,USA,Big Picture Tour,42.6511674,-73.754968
16,Sep,1998,Hartford Civic Center,Hartford,USA,Big Picture Tour,41.764582,-72.6908547
18,Sep,1998,The Palace Of Auburn Hills,Auburn Hills,USA,Big Picture Tour,42.6875323,-83.2341028
19,Sep,1998,The Palace Of Auburn Hills,Auburn Hills,USA,Big Picture Tour,42.6875323,-83.2341028
23,Sep,1998,First Union Center,Philadelphia,USA,Big Picture Tour,39.9527237,-75.1635262
25,Sep,1998,First Union Center,Philadelphia,USA,Big Picture Tour,39.9527237,-75.1635262
26,Sep,1998,Bryce Jordan Center,University Park,USA,Big Picture Tour,41.4400344,-87.683377
29,Sep,1998,Richmond Coliseum,Richmond,USA,Big Picture Tour,37.5385087,-77.43428
30,Sep,1998,Bi-Lo Center,Greenville,USA,Big Picture Tour,34.851354,-82.3984882
2,Oct,1998,Miami Arena,Miami,USA,Big Picture Tour,25.7741728,-80.19362
3,Oct,1998,Orlando Arena,Orlando,USA,Big Picture Tour,28.5421109,-81.3790304
4,Oct,1998,National Car Rental Center,Fort Lauderdale,USA,Big Picture Tour,26.1223084,-80.1433786
9,Oct,1998,Dean Smith Center,Chapel Hill,USA,Big Picture Tour,35.9131542,-79.05578
10,Oct,1998,Charlotte Coliseum,Charlotte,USA,Big Picture Tour,35.2272086,-80.8430827
13,Oct,1998,Madison Square Garden,New York,USA,Big Picture Tour,40.7127281,-74.0060152
14,Oct,1998,Madison Square Garden,New York,USA,Big Picture Tour,40.7127281,-74.0060152
17,Oct,1998,Madison Square Garden,New York,USA,Big Picture Tour,40.7127281,-74.0060152
18,Oct,1998,Madison Square Garden,New York,USA,Big Picture Tour,40.7127281,-74.0060152
4,Nov,1998,Flanders Expo Centre,Ghent,Belgium,Big Picture Tour,51.0538286,3.7250121
6,Nov,1998,Ahoy Arena,Rotterdam,The Netherlands,Big Picture Tour,51.9244424,4.47775
9,Nov,1998,Hallenstadio,Zurich,Switzerland,Big Picture Tour,47.3744489,8.5410422
10,Nov,1998,Schleyerhalle,Stuttgart,Germany,Big Picture Tour,48.7784485,9.1800132
12,Nov,1998,Halle Tony Garnier,Lyon,France,Big Picture Tour,45.7578137,4.8320114
14,Nov,1998,BPA Palasport,Pesaro,Italy,Big Picture Tour,43.9098114,12.9131228
15,Nov,1998,Fila Forum,Milano,Italy,Big Picture Tour,45.4641943,9.1896346
18,Nov,1998,Festhalle,Frankfurt,Germany,Big Picture Tour,50.1106444,8.6820917
19,Nov,1998,Koln Arena,Cologne,Germany,Big Picture Tour,50.938361,6.959974
21,Nov,1998,Messehalle,Erfurt,Germany,Big Picture Tour,50.9777974,11.0287364
23,Nov,1998,Messehalle,Hannover,Germany,Big Picture Tour,52.3744779,9.7385532
26,Nov,1998,Sheffield Arena,Sheffield,England,Big Picture Tour,53.3806626,-1.4702278
27,Nov,1998,Evening News Arena,Manchester,England,Big Picture Tour,53.4794892,-2.2451148
30,Nov,1998,Spektrum,Oslo,Norway,Big Picture Tour,59.9133301,10.7389701
1,Dec,1998,Spektrum,Oslo,Norway,Big Picture Tour,59.9133301,10.7389701
2,Dec,1998,Spektrum,Oslo,Norway,Big Picture Tour,59.9133301,10.7389701
4,Dec,1998,The Globe,Stockholm,Sweden,Big Picture Tour,59.3251172,18.0710935
6,Dec,1998,Galaxy,Amneville,France,Big Picture Tour,49.2603613,6.1420739
7,Dec,1998,Bercy,Paris,France,Big Picture Tour,48.8588897,2.320041
17,Jan,1999,Bayfront Park,Miami,USA,Shania Twain's Winter Break,25.7741728,-80.19362
19,Feb,1999,Roanoke Civic Center,Roanoke,USA,An Evening With Elton John,37.270973,-79.9414313
20,Feb,1999,UTC Arena,Chattanooga,USA,Solo Tour,35.0457219,-85.3094883
23,Feb,1999,The Fox Theatre,Atlanta,USA,An Evening With Elton John Solo,33.7544657,-84.3898151
26,Feb,1999,Everblades Arena,Estero,USA,An Evening With Elton John Solo,26.4381474,-81.8067537
27,Feb,1999,Stephen O'Connell Center,Gainesville,USA,Solo Tour,29.6519684,-82.3249846
2,Mar,1999,Peoria Civic Center,Peoria,USA,An Evening With Elton John Solo,40.6938609,-89.5891008
5,Mar,1999,Van Andel Arena,Grand Rapids,USA,An Evening With Elton John Solo,42.9632425,-85.6678639
6,Mar,1999,Carver-Hawkeye Arena,Iowa City,USA,An Evening With Elton John Solo,41.6612561,-91.5299106
9,Mar,1999,Nashville Arena,Nashville,USA,Private show,36.1622767,-86.7742984
10,Mar,1999,SIU Arena,Carbondale,USA,Solo Tour,37.7274692,-89.216655
12,Mar,1999,Hard Rock Live,Orlando,USA,An Evening With Elton John Solo,28.5421109,-81.3790304
13,Mar,1999,Pensacola Civic Center,Pensacola,USA,An Evening With Elton John Solo,30.421309,-87.2169149
16,Mar,1999,Mississippi Coliseum,Jackson,USA,Solo Tour,32.2998686,-90.1830408
17,Mar,1999,Cajundome,Lafayette,USA,An Evening With Elton John Solo,30.2262187,-92.0178202
19,Mar,1999,Von Braun Center,Huntsville,USA,An Evening With Elton John Solo,34.729847,-86.5859011
13,Apr,1999,Beacon Theatre,New York,USA,VH1 Divas Live,40.7127281,-74.0060152
17,Apr,1999,Carnegie Hall,New York,USA,Rainforest Benefit,40.7127281,-74.0060152
21,May,1999,Centennial Garden,Bakersfield,USA,Solo Tour,35.3738712,-119.019463
22,May,1999,Selland Arena,Fresno,USA,Solo Tour,36.7394421,-119.78483
25,May,1999,Rose Garden Arena,Portland,USA,Solo Tour,45.5202471,-122.674194
27,May,1999,KeyArena,Seattle,USA,Solo Tour,47.6038321,-122.330062
29,May,1999,Spokane Arena,Spokane,USA,Solo Tour,47.6571934,-117.42351
30,May,1999,BSU Pavilion,Boise,USA,Solo Tour,43.6166163,-116.200886
1,Jun,1999,Arena-Auditorium,Laramie,USA,benefit concert,41.3116442,-105.5917876
4,Jun,1999,Kemper Arena,Kansas City,USA,An Evening With Elton John Solo,39.100105,-94.5781416
5,Jun,1999,Riverport Amphitheatre,Maryland Heights,USA,Solo Tour,38.7150511,-90.435999
6,Jun,1999,Tweeter Center,Mansfield,USA,charity concert,40.75839,-82.5154471
8,Jun,1999,Allen County War Memorial Coliseum,Fort Wayne,USA,Solo Tour,41.0799898,-85.1386015
9,Jun,1999,Nutter Center,Dayton,USA,Solo Tour,39.7589478,-84.1916069
11,Jun,1999,Star Lake Amphitheater,Burgettstown,USA,Solo Tour,40.3820133,-80.3928423
12,Jun,1999,Blossom Music Center,Cuyahoga Falls,USA,Solo Tour,41.1362729,-81.4828123
15,Jun,1999,Copps Coliseum,Hamilton,Canada,Solo Tour,43.2560802,-79.8728583
16,Jun,1999,Blue Cross Arena,Rochester,USA,Solo Tour,43.157285,-77.615214
18,Jun,1999,Baltimore Arena,Baltimore,USA,Solo Tour,39.2908816,-76.610759
19,Jun,1999,Civic Center,Providence,USA,Solo Tour,41.8239891,-71.4128343
25,Jun,1999,Schlossberg,Ludwigslust,Germany,Solo Tour,53.3300229,11.4993644
26,Jun,1999,Gerry-Weber Stadium,Halle,Germany,Solo Tour,51.4824354,11.9712985
29,Jun,1999,Theaterplatz,Dresden,Germany,Solo Tour,51.0493286,13.7381437
2,Jul,1999,Piazza Napoleone,Lucca,Italy,Solo Tour,44.0177639,10.45443
29,Aug,1999,Harewood House,Leeds,England,Solo Tour,53.7974185,-1.5437941
30,Aug,1999,Harewood House,Leeds,England,Solo Tour,53.7974185,-1.5437941
1,Sep,1999,Plaza De Toros,Pontevendra,Spain,Solo Tour,,
4,Sep,1999,Leeds Castle,Kent,England,Solo Tour,51.2070749,0.7210362
5,Sep,1999,Leeds Castle,Kent,England,Solo Tour,51.2070749,0.7210362
6,Sep,1999,Leeds Castle,Kent,England,Solo Tour,51.2070749,0.7210362
23,Sep,1999,Jacksonville Coliseum,Jacksonville,USA,Medusa Tour,30.3321838,-81.655651
24,Sep,1999,Philips Arena,Atlanta,USA,Medusa Tour,33.7544657,-84.3898151
25,Sep,1999,MGM Grand,Las Vegas,USA,Medusa Tour,36.1674263,-115.1484131
28,Sep,1999,Prairie Capital Convention Center,Springfield,USA,Medusa Tour,39.7990175,-89.6439575
29,Sep,1999,Metro Center,Rockford,USA,Medusa Tour,42.2713945,-89.093966
1,Oct,1999,Assembly Hall,Champaign,USA,Medusa Tour,40.1164841,-88.2430932
2,Oct,1999,Mark Of The Quad Cities,Moline,USA,Medusa Tour,41.5058344,-90.5136642
5,Oct,1999,Asheville Civic Center,Asheville,USA,Medusa Tour,35.595363,-82.5508407
6,Oct,1999,Ocean Center,Daytona Beach,USA,Medusa Tour,29.2108147,-81.0228331
8,Oct,1999,Civic Center,Savannah,USA,Medusa Tour,,
9,Oct,1999,Richmond County Civic Center,Augusta,USA,Medusa Tour,,
12,Oct,1999,Fleet Center,Boston,USA,Medusa Tour,42.3554334,-71.060511
15,Oct,1999,Madison Square Garden,New York,USA,Medusa Tour,40.7127281,-74.0060152
16,Oct,1999,Madison Square Garden,New York,USA,Medusa Tour,40.7127281,-74.0060152
23,Oct,1999,Kerry Packer Mansion,Sydney,Australia,private wedding reception,-33.8698439,151.2082848
27,Oct,1999,Civic Center Arena,Mobile,USA,Medusa Tour,30.6913462,-88.0437509
29,Oct,1999,Alltel Arena,North Little Rock,USA,Medusa Tour,,
30,Oct,1999,The Myriad,Oklahoma City,USA,Medusa Tour,35.4729886,-97.5170536
3,Nov,1999,Civic Auditorium,Omaha,USA,Medusa Tour,41.2587459,-95.9383758
5,Nov,1999,Kohl Center Arena,Madison,USA,Medusa Tour,43.074761,-89.3837613
6,Nov,1999,Target Center,Minneapolis,USA,Medusa Tour,44.9772995,-93.2654692
7,Nov,1999,The Fox Theatre,Atlanta,USA,guest appearance at sting's concert,33.7544657,-84.3898151
9,Nov,1999,Arie Crown Theatre,Chicago,USA,Medusa Tour,41.8755616,-87.6244212
10,Nov,1999,Arie Crown Theatre,Chicago,USA,Medusa Tour,41.8755616,-87.6244212
12,Nov,1999,Arie Crown Theatre,Chicago,USA,Medusa Tour,41.8755616,-87.6244212
13,Nov,1999,Joyce Center,South Bend,USA,Medusa Tour,41.6833813,-86.2500066
15,Nov,1999,Winnipeg Arena,Winnepeg,Canada,Medusa Tour,,
17,Nov,1999,Canadian Airlines Saddledome,Calgary,Canada,Medusa Tour,51.0456064,-114.057541
18,Nov,1999,Skyreach Centre,Edmonton,Canada,Medusa Tour,,
20,Nov,1999,General Motors Place,Vancouver,Canada,Medusa Tour,49.2608724,-123.113952
28,Nov,1999,Royal Albert Hall,London,England,10th anniversary concert of stonwall,51.4893335,-0.1440551
30,Dec,1999,Thomas and Mack Center,Las Vegas,USA,New Year's Eve Concert,36.1674263,-115.1484131
7,Jan,2000,Blaisdell Arena,Honolulu,USA,Medusa Tour,21.304547,-157.855676
8,Jan,2000,Blaisdell Arena,Honolulu,USA,Medusa Tour,21.304547,-157.855676
9,Jan,2000,Blaisdell Arena,Honolulu,USA,Medusa Tour,21.304547,-157.855676
29,Jan,2000,Georgia Dome,Atlanta,USA,Superbowl Halftime Show,33.7544657,-84.3898151
4,Feb,2000,Carolina Coliseum,Columbia,USA,Medusa Tour,34.000754,-81.0352313
5,Feb,2000,Crown Coliseum,Fayetteville,USA,Medusa Tour,,
9,Feb,2000,Kansas Coliseum,Wichita,USA,Medusa Tour,37.6922361,-97.3375448
11,Feb,2000,University Arena,Albuquerque,USA,Medusa Tour,35.0841034,-106.650985
12,Feb,2000,Pan American Center,Las Cruces,USA,Medusa Tour,,
15,Feb,2000,Tucson Convention Center,Tucson,USA,Medusa Tour,32.2228765,-110.974847
17,Feb,2000,Fairmont Hotel,San Francisco,USA,Promoting El Doraldo,37.7792588,-122.4193286
20,Feb,2000,Lawlor Events Center,Reno,USA,Medusa Tour,39.5261788,-119.812658
21,Feb,2000,20th Century Fox Studios,Los Angeles,USA,musicares person of the year,34.0536909,-118.242766
17,Mar,2000,Lakeland Civic Center,Lakeland,USA,Medusa Tour,,
18,Mar,2000,Civic Center,Albany,USA,Medusa Tour,42.6511674,-73.754968
28,Mar,2000,Beverly Wilshire Hotel,Los Angeles,USA,women's cancers benefit,34.0536909,-118.242766
3,Apr,2000,New Amsterdam Theatre,New York,USA,Broadway Sings Elton John,40.7127281,-74.0060152
5,Apr,2000,Broome County Veterans Memorial Arena,Binghamton,USA,Medusa Tour,,
6,Apr,2000,Hammerstein Ballroom,New York,USA,Joni Mitchell tribute,40.7127281,-74.0060152
7,Apr,2000,Cumberland County Civic Center,Portland,USA,Medusa Tour,45.5202471,-122.674194
8,Apr,2000,Mullins Center,Amherst,USA,Medusa Tour,42.3731948,-72.5198761
9,Apr,2000,Erie Civic Center,Erie,USA,Medusa Tour,42.1294712,-80.0852695
13,Apr,2000,Carnegie Hall,New York,USA,Rainforest Benefit,40.7127281,-74.0060152
14,Apr,2000,Roberts Stadium,Evansville,USA,Medusa Tour,37.970495,-87.5715641
15,Apr,2000,Conseco Fieldhouse,Indianapolis,USA,Medusa Tour,39.7683331,-86.1583502
18,Apr,2000,Onondaga War Memorial,Syracuse,USA,Medusa Tour,43.0481221,-76.1474244
19,Apr,2000,Sovereign Bank Arena,Trenton,USA,Medusa Tour,40.2203074,-74.7659
21,Apr,2000,First Union Arena,Wilkes-Barre,USA,Medusa Tour,41.2464824,-75.8817316
22,Apr,2000,Hersheypark Arena,Hershey,USA,Medusa Tour,40.2850285,-76.6534662
25,Apr,2000,Montagne Center,Beaumont,USA,Medusa Tour,30.0829344,-94.0984277
28,Apr,2000,Jefferson Civic Center Arena,Birmingham,USA,Medusa Tour,33.5206824,-86.8024326
29,Apr,2000,Philips Arena,Atlanta,USA,Medusa Tour,33.7544657,-84.3898151
27,May,2000,Woburn Abbey,Bedfordshire,England,Stately Home Tour,52.0640034,-0.4111138
29,May,2000,Woburn Abbey,Bedfordshire,England,Stately Home Tour,52.0640034,-0.4111138
31,May,2000,Rosenborg Castle,Copenhagen,Denmark,Medusa Tour,55.6867243,12.5700724
1,Jun,2000,Laugardalsvollur,Reykjavik,Iceland,Medusa Tour,,
3,Jun,2000,Chatsworth House,Derbyshire,England,Stately Home Tour,,
4,Jun,2000,Chatsworth House,Derbyshire,England,Stately Home Tour,,
6,Jun,2000,Broadlands,Hampshire,England,Stately Home Tour,51.0449814,-1.2433133
7,Jun,2000,Broadlands,Hampshire,England,Stately Home Tour,51.0449814,-1.2433133
11,Jun,2000,Highclere Castle,Berkshire,England,Stately Home Tour,51.4534889,-1.031873
13,Jun,2000,Burghley Park,Lincolnshire,England,Stately Home Tour,53.1823034,-0.2031209
14,Jun,2000,Burghley Park,Lincolnshire,England,Stately Home Tour,53.1823034,-0.2031209
17,Jun,2000,Hauptplatz,Loeben,Austria,Stately Home Tour,,
18,Jun,2000,Seebuhne,Bregenz,Austria,Stately Home Tour,47.5025779,9.7472924
20,Jun,2000,Stadio Rigamonti,Brescia,Italy,Stately Home Tour,45.7795805,10.425873
23,Jun,2000,Wilhelmshohe,Kassel,Germany,Stately Home Tour,51.3157833,9.4978479
24,Jun,2000,Derbypark,Hamburg,Germany,Stately Home Tour,53.550341,10.000654
27,Jun,2000,Koln Arena,Cologne,Germany,Stately Home Tour,50.938361,6.959974
28,Jun,2000,Schlossplatz,Coburg,Germany,Stately Home Tour,50.2582226,10.964561
30,Jun,2000,Volkerschlachtdenkmal,Leipzig,Germany,Stately Home Tour,,
1,Jul,2000,Schlossplatz,Stuttgart,Germany,Stately Home Tour,48.7784485,9.1800132
4,Jul,2000,Schloss Ehrenhof,Mannheim,Germany,Stately Home Tour,,
5,Jul,2000,Schlosshof,Koblenz,Germany,Stately Home Tour,,
7,Jul,2000,Schlosspark,Kunzelsau,Germany,Stately Home Tour,,
8,Jul,2000,Konigsplatz,Munich,Germany,Stately Home Tour,48.1371079,11.5753822
9,Jul,2000,Hyde Park,London,England,party in the park,51.4893335,-0.1440551
13,Jul,2000,Kings Dock,Liverpool,England,Stately Home Tour,53.4071991,-2.99168
15,Jul,2000,Hyland House,Chelmsford,England,Stately Home Tour,,
16,Jul,2000,Hyland House,Chelmsford,England,Stately Home Tour,,
19,Jul,2000,Margam Park,Port Talbot,England,Stately Home Tour,53.3558669,-2.9047927
22,Jul,2000,Castle Ashby,Northamptonshire,England,Stately Home Tour,52.3106138,-0.865913
23,Jul,2000,Castle Ashby,Northamptonshire,England,Stately Home Tour,52.3106138,-0.865913
27,Jul,2000,Hyde Park,London,England,route of kings,51.4893335,-0.1440551
29,Jul,2000,Raby Castle,Durham,England,Stately Home Tour,,
30,Jul,2000,Edinburgh Castle,Edinburgh,Scotland,Stately Home Tour,55.9533456,-3.1883749
9,Sep,2000,Herodes Atticus Odeon,Athens,Greece,Medusa Tour,37.9755648,23.7348324
10,Sep,2000,Herodes Atticus Odeon,Athens,Greece,Medusa Tour,37.9755648,23.7348324
16,Sep,2000,Estadio De Futbol,Marbella,Spain,Medusa Tour,36.508976,-4.88562
4,Oct,2000,Blaisdell Arena,Honolulu,USA,private concert,21.304547,-157.855676
18,Oct,2000,First Union Arena,Wilkes-Barre,USA,greatest hits live,41.2464824,-75.8817316
20,Oct,2000,Madison Square Garden,New York,USA,greatest hits live,40.7127281,-74.0060152
21,Oct,2000,Madison Square Garden,New York,USA,greatest hits live,40.7127281,-74.0060152
23,Oct,2000,Theater At Madison Square Garden,New York,USA,one night with lite,40.7127281,-74.0060152
2,Nov,2000,Wembley Arena,London,England,axa final ball at wembley,51.4893335,-0.1440551
3,Nov,2000,unknown,Estoril,Portugal,Medusa Tour,,
11,Nov,2000,The Olympia,Paris,France,Medusa Tour,48.8588897,2.320041
13,Nov,2000,Spektrum,Oslo,Norway,Medusa Tour,59.9133301,10.7389701
14,Nov,2000,Spektrum,Oslo,Norway,Medusa Tour,59.9133301,10.7389701
16,Nov,2000,Sportpaleis,Antwerp,Belgium,Medusa Tour,51.2211097,4.3997081
18,Nov,2000,Ahoy Arena,Rotterdam,Netherlands,Medusa Tour,51.9244424,4.47775
19,Nov,2000,Hannover Arena,Hannover,Germany,Medusa Tour,52.3744779,9.7385532
21,Nov,2000,Festhalle,Frankfurt,Germany,Medusa Tour,50.1106444,8.6820917
22,Nov,2000,Westfallenhalle,Dortmund,Germany,Medusa Tour,51.5142273,7.4652789
24,Nov,2000,Hallenstadion,Zurich,Switzerland,Medusa Tour,47.3744489,8.5410422
25,Nov,2000,Stadthalle,Vienna,Austria,Medusa Tour,48.2083537,16.3725042
27,Nov,2000,Palasport,Firenze,Italy,Medusa Tour,43.7697955,11.2556404
28,Nov,2000,The Forum,Milan,Italy,Medusa Tour,45.4641943,9.1896346
2,Dec,2000,Centurytel Center,Bossier City,USA,Medusa Tour,,
3,Dec,2000,Convention Center,Tulsa,USA,Medusa Tour,36.1563122,-95.9927516
5,Dec,2000,Freedom Hall Civic Center,Johnson City,USA,Medusa Tour,,
6,Dec,2000,Civic Center,Wheeling,USA,Medusa Tour,40.0639616,-80.7209149
8,Dec,2000,Centreplex,Macon,USA,Medusa Tour,32.8406946,-83.6324022
9,Dec,2000,Civic Center,Albany,USA,Medusa Tour,42.6511674,-73.754968
10,Dec,2000,Garrett Coliseum,Montgomery,USA,Medusa Tour,32.37742,-86.3091683
12,Jan,2001,Blaisdell Arena,Honolulu,USA,Medusa Tour,21.304547,-157.855676
13,Jan,2001,Blaisdell Arena,Honolulu,USA,Medusa Tour,21.304547,-157.855676
19,Jan,2001,Cox Arena,San Diego,USA,Face To Face,32.7174202,-117.162772
22,Jan,2001,GM Place,Vancouver,Canada,Face To Face,49.2608724,-123.113952
24,Jan,2001,Tacoma Dome,Tacoma,USA,Face To Face,47.2455013,-122.438329
26,Jan,2001,Rose Garden Arena,Portland,USA,Face To Face,45.5202471,-122.674194
29,Jan,2001,Delta Center,Salt Lake City,USA,Face To Face,40.7596198,-111.886797
31,Jan,2001,Arco Arena,Sacramento,USA,Face To Face,38.5810606,-121.493895
2,Feb,2001,The Arena In Oakland,Oakland,USA,Face To Face,37.8044557,-122.271356
4,Feb,2001,San Jose Arena,San Jose,USA,Face To Face,37.3361663,-121.890591
6,Feb,2001,The Forum,Los Angeles,USA,Face To Face,34.0536909,-118.242766
9,Feb,2001,The Forum,Los Angeles,USA,Face To Face,34.0536909,-118.242766
11,Feb,2001,The Forum,Los Angeles,USA,Face To Face,34.0536909,-118.242766
13,Feb,2001,America West Arena,Phoenix,USA,Face To Face,33.4484367,-112.074141
17,Feb,2001,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
18,Feb,2001,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
21,Feb,2001,STAPLES Center,Los Angeles,USA,43rd annual grammy awards,34.0536909,-118.242766
16,Mar,2001,The Point Theatre,Dublin,Ireland,meteor ireland music awards,53.3493795,-6.2605593
29,Mar,2001,Radio City Music Hall,New York,USA,all star tribute to brian wilson,40.7127281,-74.0060152
3,Apr,2001,Bercy,Paris,France,Solo Tour,48.8588897,2.320041
4,Apr,2001,S.A. Nikaia,Nice,France,Solo Tour,43.7009358,7.2683912
5,Apr,2001,S.A. Nikaia,Nice,France,Solo Tour,43.7009358,7.2683912
9,Apr,2001,Pepsi Center,Denver,USA,Face To Face,39.7392364,-104.984862
12,Apr,2001,Kemper Arena,Kansas City,USA,Face To Face,39.100105,-94.5781416
14,Apr,2001,Pyramid Arena,Memphis,USA,Face To Face,35.1460249,-90.0517638
17,Apr,2001,New Orleans Arena,New Orleans,USA,Face To Face,29.9559145,-90.0730259
19,Apr,2001,Charlotte Coliseum,Charlotte,USA,Face To Face,35.2272086,-80.8430827
21,Apr,2001,Gaylord Entertainment Center,Nashville,USA,Face To Face,36.1622767,-86.7742984
24,Apr,2001,Philips Arena,Atlanta,USA,Face To Face,33.7544657,-84.3898151
26,Apr,2001,Freedom Hall,Louisville,USA,Face To Face,38.2542376,-85.759407
28,Apr,2001,Greensboro Coliseum,Greensboro,USA,Face To Face,36.0726355,-79.7919754
3,May,2001,Molson Centre,Montreal,Canada,Face To Face,45.5031824,-73.5698065
5,May,2001,Carrier Dome,Syracuse,USA,Face To Face,43.0481221,-76.1474244
7,May,2001,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
9,May,2001,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
11,May,2001,Allstate Arena,Rosemont,USA,Face To Face,41.9941334,-87.8756737
13,May,2001,Firstar Center,Cincinnati,USA,Face To Face,39.1014537,-84.5124602
15,May,2001,Target Center,Minneapolis,USA,Face To Face,44.9772995,-93.2654692
16,May,2001,Target Center,Minneapolis,USA,Face To Face,44.9772995,-93.2654692
2,Jun,2001,Four Seasons Ballroom,Austin,USA,private concert for mort topfer,30.2711286,-97.7436995
16,Jun,2001,City Hall Square,Vienna,Austria,the life ball aids benefit,48.2083537,16.3725042
7,Jul,2001,Beiteddine Palace,Beiteddine,Lebanon,Solo Tour,33.694026,35.5806651
8,Jul,2001,Beiteddine Palace,Beiteddine,Lebanon,Solo Tour,33.694026,35.5806651
10,Jul,2001,Stade Municipal De Bergerac,Bergerac,France,Solo Tour,44.8534568,0.487531
12,Jul,2001,Stadthalle,Bremen,Germany,Solo Tour,53.0758196,8.8071646
14,Jul,2001,Residenzplatz,Wurzburg,Germany,Solo Tour,49.7933723,9.9309779
15,Jul,2001,Waldbuhne Amphitheatre,Berlin,Germany,Solo Tour,52.5173885,13.3951309
17,Jul,2001,The Grand Theatre,Izmir,Turkey,Solo Tour,38.23166,27.02997
19,Jul,2001,Pushkin Palace,St.Petersburg,Russia,Solo Tour,59.938732,30.316229
21,Jul,2001,Skonto Stadium,Riga,Latvia,Solo Tour,56.9493977,24.1051846
22,Jul,2001,Song Festival Ground,Tallin,Estonia,Solo Tour,59.4372155,24.7453688
24,Jul,2001,The Globe,Stockholm,Sweden,Solo Tour,59.3251172,18.0710935
8,Sep,2001,Verona Arena,Verona,Italy,promotion for the new album,45.4424977,10.9857377
9,Sep,2001,BBC Radio Theatre,London,England,special concert for the new album,51.4893335,-0.1440551
29,Sep,2001,MGM Grand,Las Vegas,USA,andre agassi grand slam benefit concert,36.1674263,-115.1484131
5,Oct,2001,Cleveland State Convocation Center,Cleveland,USA,Songs From The West Coast Tour,41.4996574,-81.6936772
6,Oct,2001,Air Canada Centre,Toronto,Canada,Songs From The West Coast Tour,43.6534817,-79.3839347
8,Oct,2001,Lee’s Palace,Toronto,Canada,elton and the band tour,43.6534817,-79.3839347
9,Oct,2001,Corel Centre,Ottawa,Canada,elton and the band tour,45.4208777,-75.6901106
12,Oct,2001,Value City Arena,Columbus,USA,elton and the band tour,39.9622601,-83.0007065
13,Oct,2001,Joe Louis Arena,Detroit,USA,elton and the band tour,42.3315509,-83.0466403
20,Oct,2001,Madison Square Garden,New York,USA,Benefit Concert for 9/,40.7127281,-74.0060152
21,Oct,2001,Chapultepec Castle,Mexico City,Mexico,private solo concert,19.3207722,-99.1514678
22,Oct,2001,Auditorio Nacional,Mexico City,Mexico,Songs From The West Coast Tour,19.3207722,-99.1514678
23,Oct,2001,Auditorio Nacional,Mexico City,Mexico,Songs From The West Coast Tour,19.3207722,-99.1514678
27,Oct,2001,Lawlor Events Center,Reno,USA,Songs From The West Coast Tour,39.5261788,-119.812658
12,Nov,2001,Osaka Castle Hall,Osaka,Japan,Songs From The West Coast Tour,34.6937569,135.5014539
13,Nov,2001,Nihon-Budokan,Tokyo,Japan,Songs From The West Coast Tour,35.6768601,139.7638947
15,Nov,2001,Nihon Budokan,Tokyo,Japan,Songs From The West Coast Tour,35.6768601,139.7638947
18,Nov,2001,Convention and Exhibition Centre,Hong Kong,China,Songs From The West Coast Tour,22.350627,114.1849161
19,Nov,2001,Convention and Exhibition Centre,Hong Kong,China,Songs From The West Coast Tour,22.350627,114.1849161
27,Nov,2001,Madison Square Garden,New York,USA,Songs From The West Coast Tour,40.7127281,-74.0060152
28,Nov,2001,Madison Square Garden,New York,USA,Songs From The West Coast Tour,40.7127281,-74.0060152
30,Nov,2001,Verizon Wireless Arena,Manchester,USA,Songs From The West Coast Tour,42.9956397,-71.4547891
3,Dec,2001,CBS Television City,Los Angeles,USA,Live By Request on A&E,34.0536909,-118.242766
7,Dec,2001,Selland Arena,Fresno,USA,Songs From The West Coast Tour,36.7394421,-119.78483
8,Dec,2001,MGM Grand,Las Vegas,USA,Songs From The West Coast Tour,36.1674263,-115.1484131
9,Dec,2001,Cox Arena,San Diego,USA,Songs From The West Coast Tour,32.7174202,-117.162772
14,Dec,2001,The Kimmel Center,Philadelphia,USA,Benefit Concert,39.9527237,-75.1635262
13,Jan,2002,MCI Center,Washington,USA,Face To Face,38.8950368,-77.0365427
16,Jan,2002,Bryce Jordan Center,University Park,USA,Face To Face,41.4400344,-87.683377
18,Jan,2002,MCI Center,Washington,USA,Face To Face,38.8950368,-77.0365427
20,Jan,2002,MCI Center,Washington,USA,Face To Face,38.8950368,-77.0365427
22,Jan,2002,Fleet Center,Boston,USA,Face To Face,42.3554334,-71.060511
24,Jan,2002,Fleet Center,Boston,USA,Face To Face,42.3554334,-71.060511
29,Jan,2002,Fleet Center,Boston,USA,Face To Face,42.3554334,-71.060511
31,Jan,2002,Fleet Center,Boston,USA,Face To Face,42.3554334,-71.060511
3,Feb,2002,Four Seasons Hotel,New York,USA,Superbowl Extravaganza,40.7127281,-74.0060152
